drug_id,drug_name,standardized_ingredient,drug_class
1250,edetic acid,edetic acid,Other ophthalmologicals
1252,telithromycin,telithromycin,Macrolides
1253,ethinylestradiol,ethinyl estradiol,"Progestogens and estrogens, sequential preparations"
1254,lomefloxacin,lomefloxacin,Fluoroquinolones
1259,rivastigmine,rivastigmine,Anticholinesterases
1260,exemestane,exemestane,Aromatase inhibitors
1262,azathioprine,azathioprine,Other immunosuppressants
1263,auranofin,auranofin,Gold preparations
1265,doxorubicin,doxorubicin,Anthracyclines and related substances
1266,frovatriptan,frovatriptan,Selective serotonin (5HT1) agonists
1268,cromoglicic acid,cromolyn,"Antiallergic agents, excl. corticosteroids"
1270,hydroxyurea,hydroxyurea,Other antineoplastic agents
1271,letrozole,letrozole,Aromatase inhibitors
1272,busulfan,busulfan,Alkyl sulfonates
1274,metyrapone,metyrapone,Tests for pituitary function
1276,balsalazide,balsalazide,Aminosalicylic acid and similar agents
1278,minocycline,minocycline,Antiinfectives and antiseptics for local oral treatment
1280,bethanechol,bethanechol,Choline esters
1285,methoxyflurane,methoxyflurane,Other analgesics and antipyretics
1287,topotecan,topotecan,Topoisomerase 1 (TOP1) inhibitors
1288,probenecid,probenecid,Preparations with no effect on uric acid metabolism
1293,fenofibrate,fenofibrate,Fibrates
1295,memantine,memantine,Anticholinesterases
1297,rifampin,rifampin,Antibiotics
1298,lubiprostone,lubiprostone,Other drugs for constipation
1300,ergoloid mesylate,"ergoloid mesylates, USP",Ergot alkaloids
1302,nitrendipine,nitrendipine,Dihydropyridine derivatives
1305,amoxicillin,amoxicillin,Penicillins with extended spectrum
1313,fludarabine,fludarabine,Purine analogues
1319,diphenoxylate,diphenoxylate,Antipropulsives
1320,orlistat,orlistat,Peripherally acting antiobesity products
1321,pilocarpine,pilocarpine,Other parasympathomimetics
1322,primaquine,primaquine,Aminoquinolines
1323,iloprost,iloprost,Platelet aggregation inhibitors excl. heparin
1328,capecitabine,capecitabine,Pyrimidine analogues
1330,methyprylon,methyprylon,Piperidinedione derivatives
1331,heparin,"heparin, porcine",Heparin group
1332,cefuroxime,cefuroxime,Second-generation cephalosporins
1337,gliclazide,gliclazide,Sulfonylureas
1338,phenacemide,phenacemide,Other antiepileptics
1340,dutasteride,dutasteride,Alpha-adrenoreceptor antagonists
1341,bicalutamide,bicalutamide,Anti-androgens
1342,rabeprazole,rabeprazole,Proton pump inhibitors
1343,proguanil,proguanil,Biguanides
1348,sulfinpyrazone,sulfinpyrazone,Preparations increasing uric acid excretion
1349,cefadroxil,cefadroxil,First-generation cephalosporins
1351,diclofenamide,dichlorphenamide,Carbonic anhydrase inhibitors
1352,cloxacillin,cloxacillin,Beta-lactamase resistant penicillins
1355,cefprozil,cefprozil,Second-generation cephalosporins
1357,gemifloxacin,gemifloxacin,Fluoroquinolones
1360,ofloxacin,ofloxacin,Fluoroquinolones
1365,moclobemide,moclobemide,Monoamine oxidase A inhibitors
1369,cyclizine,cyclizine,Piperazine derivatives
1370,ifosfamide,ifosfamide,Nitrogen mustard analogues
1371,propafenone,propafenone,"Antiarrhythmics, class Ic"
1372,naloxone,naloxone,Other opioids
1373,domperidone,domperidone,Propulsives
1374,fluoxymesterone,fluoxymesterone,3-oxoandrosten (4) derivatives
1376,clindamycin,clindamycin,Antiinfectives for treatment of acne
1377,dexfenfluramine,dexfenfluramine,Centrally acting antiobesity products
1380,flecainide,flecainide,"Antiarrhythmics, class Ic"
1383,zopiclone,zopiclone,Benzodiazepine related drugs
1385,rifapentine,rifapentine,Antibiotics
1388,flumazenil,flumazenil,Antidotes
1392,finasteride,finasteride,Other dermatologicals
1393,anastrozole,anastrozole,Aromatase inhibitors
1396,rifaximin,rifaximin,Antibiotics
1399,aminophylline,aminophylline,Xanthines
1401,enoxaparin,enoxaparin,Heparin group
1403,pemoline,pemoline,Centrally acting sympathomimetics
1406,dexamethasone,dexamethasone,Corticosteroids for local oral treatment
1409,chlorprothixene,chlorprothixene,Thioxanthene derivatives
1410,epoprostenol,epoprostenol,Platelet aggregation inhibitors excl. heparin
1411,gemfibrozil,gemfibrozil,Fibrates
1413,bepridil,bepridil,Phenylalkylamine derivatives
1414,alimemazine,trimeprazine,Phenothiazine derivatives
1417,olsalazine,olsalazine,Aminosalicylic acid and similar agents
1424,telbivudine,telbivudine,Nucleoside and nucleotide reverse transcriptase inhibitors
1430,mecasermin,mecasermin,Somatropin and somatropin agonists
1432,lumiracoxib,lumiracoxib,UNKNOWN_CLASS
1433,fenoterol,fenoterol,"Sympathomimetics, labour repressants"
1434,practolol,practolol,"Beta blocking agents, selective"
1435,sulfadoxine,sulfadoxine,Sulfadoxine
1436,rolitetracycline,rolitetracycline,Tetracyclines
1437,oxtriphylline,oxtriphylline,Xanthines
1438,insulin aspart,"insulin aspart, human","Insulins and analogues for injection, fast-acting"
1443,polythiazide,polythiazide,"Thiazides, plain"
1444,quinethazone,quinethazone,"Sulfonamides, plain"
1445,cefamandole,cefamandole,Second-generation cephalosporins
1448,cefradine,cephradine,First-generation cephalosporins
1449,cilazapril,cilazapril,"ACE inhibitors, plain"
1451,spirapril,spirapril,"ACE inhibitors, plain"
1453,procaterol,procaterol,Selective beta-2-adrenoreceptor agonists
1455,magnesium oxide,magnesium oxide,Magnesium compounds
1456,cortisone acetate,cortisone acetate,Glucocorticoids
1457,ginkgo biloba,Ginkgo biloba extract,Ginkgo Extract
1458,sodium bicarbonate,sodium bicarbonate,Salt solutions
1459,yohimbine,yohimbine,Drugs used in erectile dysfunction
1460,bezafibrate,bezafibrate,Fibrates
1463,digitoxin,digitoxin,Digitalis glycosides
1465,methotrimeprazine,methotrimeprazine,Phenothiazines with aliphatic side-chain
1466,danazol,danazol,Antigonadotropins and similar agents
1467,tiotropium,tiotropium,Anticholinergics
1470,acenocoumarol,acenocoumarol,Vitamin K antagonists
1471,paromomycin,paromomycin,Antibiotics
1472,cholestyramine,cholestyramine resin,Bile acid sequestrants
1473,antipyrine,antipyrine,Pyrazolones
1474,alfacalcidol,alfacalcidol,Vitamin D and analogues
1475,glutethimide,glutethimide,Piperidinedione derivatives
1476,phenazopyridine,phenazopyridine,Other urologicals
1477,diamorphine,heroin,Drugs used in opioid dependence
1478,dichloralphenazone,dichloralphenazone,Aldehydes and derivatives
1479,difenoxin,difenoxin,Antipropulsives
1480,flunitrazepam,flunitrazepam,Benzodiazepine derivatives
1481,dihydrocodeine,dihydrocodeine,Natural opium alkaloids
1482,cloxazolam,cloxazolam,Benzodiazepine derivatives
1483,bromazepam,bromazepam,Benzodiazepine derivatives
1484,chloral hydrate,chloral hydrate,Aldehydes and derivatives
1485,fludiazepam,fludiazepam,UNKNOWN_CLASS
1486,attapulgite,attapulgite,Other intestinal adsorbents
1489,oxprenolol,oxprenolol,"Beta blocking agents, non-selective"
1491,ursodeoxycholic acid,ursodiol,Bile acids and derivatives
1492,ketazolam,ketazolam,Benzodiazepine derivatives
1493,prazepam,prazepam,Benzodiazepine derivatives
1496,solifenacin,solifenacin,Drugs for urinary frequency and incontinence
1498,zinc,zinc,Zinc
1499,cinolazepam,cinolazepam,UNKNOWN_CLASS
1500,nitrazepam,nitrazepam,Benzodiazepine derivatives
1501,probucol,probucol,Other lipid modifying agents
1502,tiaprofenic acid,tiaprofenic acid,Propionic acid derivatives
1503,lopinavir,lopinavir,"Antivirals for treatment of HIV infections, combinations"
1504,bacampicillin,bacampicillin,Penicillins with extended spectrum
1505,pivampicillin,pivampicillin,Penicillins with extended spectrum
1506,pivmecillinam,amdinocillin pivoxil,Penicillins with extended spectrum
1507,periciazine,periciazine,Phenothiazines with piperidine structure
1512,erythrityl tetranitrate,erythrityl tetranitrate,Organic nitrates
1513,acepromazine,acepromazine,Phenothiazines with aliphatic side-chain
1515,phenindamine,phenindamine,Other antihistamines for systemic use
1516,pipotiazine,pipothiazine,Phenothiazines with piperidine structure
1517,thioproperazine,thioproperazine,Phenothiazines with piperazine structure
1519,zuclopenthixol,zuclopenthixol,Thioxanthene derivatives
1520,pargyline,pargyline,MAO inhibitors
1521,etoricoxib,etoricoxib,Coxibs
1523,cocarboxylase,thiamine pyrophosphate,"Vitamin B1, plain"
1524,vorinostat,vorinostat,Histone deacetylase (HDAC) inhibitors
1525,cholic acid,cholic acid,Bile acids and derivatives
1526,fusidic acid,fusidic acid,Other antibiotics for topical use
1527,flavin adenine dinucleotide,flavin-adenine dinucleotide,Flavin-Adenine Dinucleotide
1528,oteracil,oteracil,UNKNOWN_CLASS
1529,flavin mononucleotide,riboflavin 5'-phosphate,Flavin Mononucleotide
1530,oxyphenbutazone,oxyphenbutazone,Butylpyrazolidines
1531,carbocisteine,carbocysteine,Mucolytics
1532,trioxsalen,trioxsalen,Psoralens for topical use
1533,thiotepa,thiotepa,Ethylene imines
1535,fleroxacin,fleroxacin,Fluoroquinolones
1536,coumarin,coumarin,Coumarins
1538,amineptine,amineptin,Non-selective monoamine reuptake inhibitors
1540,cyclandelate,cyclandelate,Other peripheral vasodilators
1541,cyproterone acetate,cyproterone acetate,"Antiandrogens, plain"
1542,debrisoquine,debrisoquin,Guanidine derivatives
1543,flunarizine,flunarizine,Antivertigo preparations
1544,fluspirilene,fluspirilene,Diphenylbutylpiperidine derivatives
1547,celiprolol,celiprolol,"Beta blocking agents, selective"
1548,roxadustat,roxadustat,UNKNOWN_CLASS
1549,febuxostat,febuxostat,Preparations inhibiting uric acid production
1554,vildagliptin,vildagliptin,Dipeptidyl peptidase 4 (DPP-4) inhibitors
1555,bepotastine,bepotastine,Piperidines
1557,ximelagatran,ximelagatran,UNKNOWN_CLASS
1559,desmoteplase,desmoteplase,UNKNOWN_CLASS
1560,defibrotide,defibrotide,Other antithrombotic agents
1562,crofelemer,crofelemer,Other antidiarrheals
1567,ingenol mebutate,ingenol mebutate,Other chemotherapeutics
1569,arimoclomol,arimoclomol,Other nervous system drugs
1570,abaloparatide,abaloparatide,Parathyroid hormones and analogues
1572,ancrod,ancrod,Enzymes
1575,elafibranor,elafibranor,Other drugs for bile therapy
1576,beraprost,beraprost,UNKNOWN_CLASS
1579,vandetanib,vandetanib,Other protein kinase inhibitors
1580,pimavanserin,pimavanserin,Other antipsychotics
1581,dexlansoprazole,dexlansoprazole,Proton pump inhibitors
1582,iodine,iodine,Iodine products
1583,palovarotene,palovarotene,Other drugs for disorders of the musculo-skeletal system
1584,mavorixafor,mavorixafor,Other immunostimulants
1589,apremilast,apremilast,Selective immunosuppressants
1590,trastuzumab emtansine,ado-trastuzumab emtansine,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors
1592,obeticholic acid,obeticholic acid,Bile acids and derivatives
1594,trofinetide,trofinetide,Other nervous system drugs
1597,spiramycin,spiramycin,Macrolides
1598,nylidrin,nylidrin,2-amino-1-phenylethanol derivatives
1599,pizotifen,pizotyline,Other antimigraine preparations
1600,pentaerythritol tetranitrate,pentaerythritol tetranitrate,Osmotically acting laxatives
1601,canakinumab,canakinumab,Interleukin inhibitors
1602,romidepsin,romidepsin,Histone deacetylase (HDAC) inhibitors
1607,prasugrel,prasugrel,Platelet aggregation inhibitors excl. heparin
1613,rivaroxaban,rivaroxaban,Direct factor Xa inhibitors
1614,nalmefene,nalmefene,Drugs used in alcohol dependence
1615,maribavir,maribavir,Other antivirals
1617,eflornithine,eflornithine,Other dermatologicals
1618,droxidopa,droxidopa,Adrenergic and dopaminergic agents
1619,sitaxentan,sitaxentan,UNKNOWN_CLASS
1620,sulodexide,sulodexide,UNKNOWN_CLASS
1624,teriparatide,teriparatide,Parathyroid hormones and analogues
1626,amisulpride,amisulpride,Benzamides
1629,semuloparin,semuloparin,"Heparin, Low-Molecular-Weight"
1632,bazedoxifene,bazedoxifene,Selective estrogen receptor modulators
1633,idraparinux,idraparinux,UNKNOWN_CLASS
1634,doxercalciferol,doxercalciferol,Other anti-parathyroid agents
1637,cangrelor,cangrelor,Platelet aggregation inhibitors excl. heparin
1639,prucalopride,prucalopride,Other drugs for constipation
1643,apixaban,apixaban,Direct factor Xa inhibitors
1647,otamixaban,otamixaban,UNKNOWN_CLASS
1648,isavuconazonium,isavuconazonium,Nitriles
1649,dalfampridine,dalfampridine,Other nervous system drugs
1650,denosumab,denosumab,Other drugs affecting bone structure and mineralization
1653,amediplase,amediplase,Other antifungals for topical use
1655,mepyramine,pyrilamine,Antihistamines for topical use
1656,mevastatin,mevastatin,HMG CoA reductase inhibitors
1657,dabigatran etexilate,dabigatran etexilate,Direct thrombin inhibitors
1658,artemether,artemether,"Artemisinin and derivatives, plain"
1659,betahistine,betahistine,Antivertigo preparations
1661,dexmethylphenidate,dexmethylphenidate,Centrally acting sympathomimetics
1663,lumefantrine,lumefantrine,"Artemisinin and derivatives, combinations"
1664,methacholine,methacholine,Other diagnostic agents
1665,nilvadipine,nilvadipine,Dihydropyridine derivatives
1666,fosaprepitant,fosaprepitant,Morpholines
1669,aceclofenac,aceclofenac,Acetic acid derivatives and related substances
1670,danaparoid,danaparoid,Heparin group
1671,betaine,betaine,Amino acids and derivatives
1672,cabazitaxel,cabazitaxel,Taxanes
1673,carglumic acid,carglumic acid,Amino acids and derivatives
1674,dalteparin,dalteparin,Heparin group
1676,methenamine,methenamine,Other antibacterials
1678,raltegravir,raltegravir,Integrase inhibitors
1680,tinzaparin,tinzaparin,Heparin group
1681,tiopronin,tiopronin,Other urologicals
1683,gw-813893,gw-813893,UNKNOWN_CLASS
1684,ferulic acid,ferulic acid,Coumaric Acids
1685,sulthiame,sulthiame,Other antiepileptics
1686,(r)-warfarin,(r)-warfarin,Vitamin K antagonists
1687,ethyl biscoumacetate,ethyl biscoumacetate,UNKNOWN_CLASS
1688,nadroparin,nadroparin,Heparin group
1689,triflusal,triflusal,Platelet aggregation inhibitors excl. heparin
1691,ticagrelor,ticagrelor,Platelet aggregation inhibitors excl. heparin
1694,spinosad,spinosad,Drug Combinations
1695,ioflupane i-123,ioflupane I-123,Iodine (123I) compounds
1696,deferiprone,deferiprone,Iron chelating agents
1698,vismodegib,vismodegib,Hedgehog pathway inhibitors
1699,spaglumic acid,spaglumic acid,UNKNOWN_CLASS
1703,ulipristal,ulipristal,Emergency contraceptives
1704,fingolimod,fingolimod,Sphingosine-1-phosphate (S1P) receptor modulators
1706,gabapentin enacarbil,gabapentin enacarbil,Gabapentinoids
1708,fidaxomicin,fidaxomicin,Antibiotics
1710,taliglucerase alfa,taliglucerase alfa,Enzymes
1713,vemurafenib,vemurafenib,B-Raf serine-threonine kinase (BRAF) inhibitors
1716,icosapent ethyl,icosapent ethyl,Eicosapentaenoic Acid
1719,tofacitinib,tofacitinib,Janus-associated kinase (JAK) inhibitors
1721,enzalutamide,enzalutamide,Anti-androgens
1726,glycerol phenylbutyrate,glycerol phenylbutyrate,Various alimentary tract and metabolism products
1730,radium ra 223 dichloride,radium chloride Ra-223,Radioisotopes
1735,macitentan,macitentan,Antihypertensives for pulmonary arterial hypertension
1736,sofosbuvir,sofosbuvir,Antivirals for treatment of HCV infections
1737,obinutuzumab,obinutuzumab,CD20 (Clusters of Differentiation 20) inhibitors
1738,chlorcyclizine,chlorcyclizine,Piperazine derivatives
1739,magaldrate,magaldrate,"Combinations and complexes of aluminium, calcium and magnesium compounds"
1740,floctafenine,floctafenine,Other analgesics and antipyretics
1741,ditazole,ditazole,UNKNOWN_CLASS
1742,diosmin,diosmin,Bioflavonoids
1743,bisacodyl,bisacodyl,Contact laxatives
1745,ledipasvir,ledipasvir,Antivirals for treatment of HCV infections
1746,vorapaxar,vorapaxar,Platelet aggregation inhibitors excl. heparin
1751,tedizolid phosphate,tedizolid phosphate,Other antibacterials
1753,metreleptin,metreleptin,Amino acids and derivatives
1754,netupitant,netupitant,Piperazines
1760,cobicistat,cobicistat,Other therapeutic products
1762,trimetazidine,trimetazidine,Other cardiac preparations
1763,tibolone,tibolone,Other estrogens
1768,edoxaban,edoxaban,Direct factor Xa inhibitors
1769,lenvatinib,lenvatinib,Other protein kinase inhibitors
1771,idebenone,idebenone,Other psychostimulants and nootropics
1773,trimebutine,trimebutine,"Synthetic anticholinergics, esters with tertiary amino group"
1774,pinaverium,pinaverium,Other drugs for functional gastrointestinal disorders
1775,quinagolide,quinagolide,Prolactine inhibitors
1777,daclatasvir,daclatasvir,Antivirals for treatment of HCV infections
1778,coenzyme m,2-mercaptoethanesulfonic acid,Mesna
1779,diiodohydroxyquinoline,iodoquinol,Quinoline derivatives
1781,eslicarbazepine acetate,eslicarbazepine acetate,Carboxamide derivatives
1782,dienogest,dienogest,Pregnadien derivatives
1783,potassium citrate,potassium citrate,Potassium
1785,chromic chloride,chromic chloride,Chlorides
1786,iothalamic acid,iothalamic acid,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
1787,technetium tc-99m mebrofenin,technetium tc-99m mebrofenin,UNKNOWN_CLASS
1788,technetium tc-99m medronate,technetium Tc 99m medronate,Technetium Tc 99m Medronate
1790,uridine triacetate,uridine triacetate,Various alimentary tract and metabolism products
1791,iron sucrose,iron sucrose,"Iron trivalent, oral preparations"
1792,sodium citrate,sodium citrate,Salt solutions
1793,technetium tc-99m disofenin,technetium Tc 99m disofenin,Technetium (99mTc) compounds
1794,dasabuvir,dasabuvir,Antivirals for treatment of HCV infections
1795,viloxazine,viloxazine,Other antidepressants
1796,loxoprofen,loxoprofen,Propionic acid derivatives
1798,dextran,dextran,Blood substitutes and plasma protein fractions
1799,tegafur,tegafur,Pyrimidine analogues
1800,gimeracil,gimeracil,UNKNOWN_CLASS
1801,bemiparin,bemiparin,Heparin group
1802,reviparin,reviparin,Heparin group
1803,parnaparin,parnaparin,Heparin group
1804,certoparin,certoparin,"Heparin, Low-Molecular-Weight"
1807,strontium ranelate,strontium ranelate,UNKNOWN_CLASS
1808,picosulfuric acid,picosulfuric acid,UNKNOWN_CLASS
1809,ubidecarenone,ubidecarenone,Other cardiac preparations
1811,bismuth subcitrate potassium,bismuth subcitrate potassium,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
1812,activated charcoal,activated charcoal,Charcoal preparations
1813,lumacaftor,lumacaftor,Other respiratory system products
1814,polyethylene glycol,polyethylene glycols,Osmotically acting laxatives
1815,tianeptine,tianeptine,Other antidepressants
1816,rolapitant,rolapitant,Other antiemetics
1817,iodide i-131,iodine I-131,Iodine products
1818,ombitasvir,ombitasvir,Antivirals for treatment of HCV infections
1819,paritaprevir,paritaprevir,Antivirals for treatment of HCV infections
1820,tenofovir alafenamide,tenofovir alafenamide,Nucleoside and nucleotide reverse transcriptase inhibitors
1821,ioxaglic acid,ioxaglic acid,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
1822,"synthetic conjugated estrogens, a","synthetic conjugated estrogens, A",Estradiol Congeners
1823,"synthetic conjugated estrogens, b","synthetic conjugated estrogens, B",Estradiol Congeners
1824,zinc oxide,zinc oxide,Zinc Oxide
1825,zinc sulfate,zinc sulfate,Zinc
1826,sodium fluoride,sodium fluoride,Caries prophylactic agents
1827,osimertinib,osimertinib,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
1828,tipiracil,tipiracil,Thymidine Phosphorylase Inhibitors
1829,chymotrypsin,chymotrypsin,Enzymes
1831,norgestrel,norgestrel,Norgestrel
1832,technetium tc-99m sulfur colloid,technetium Tc-99m sulfur colloid,"Technetium (99mTc), particles and colloids"
1833,magnesium chloride,magnesium chloride,Magnesium
1834,monopotassium phosphate,monobasic potassium phosphate,Phosphates
1835,iodide i-123,iodide ion I-123,Iodine Radioisotopes
1836,protirelin,thyrotropin-releasing hormone,Tests for thyreoidea function
1837,indium in-111 chloride,indium In-111 chloride,Indium
1838,fludeoxyglucose (18f),fludeoxyglucose (18f),Other diagnostic radiopharmaceuticals for tumour detection
1839,urea c-13,urea c-13,Solutions producing osmotic diuresis
1840,simethicone,simethicone,Surfactant Activity
1841,urea c-14,urea [14C],Solutions producing osmotic diuresis
1842,omega-3-acid ethyl esters,omega-3 acid ethyl esters (USP),UNKNOWN_CLASS
1843,dexchlorpheniramine maleate,dexchlorpheniramine maleate,Substituted alkylamines
1844,choline c-11,choline C-11,Choline
1846,omega-3-carboxylic acids,omega-3 carboxylic acids,UNKNOWN_CLASS
1848,pancrelipase amylase,amylase,Enzyme preparations
1849,pancrelipase protease,protease,Enzymatic Activity
1850,hydrogen fluoride,hydrofluoric acid,Hydrofluoric Acid
1852,vitamin d,vitamin D,Vitamin D
1853,desirudin,desirudin,Direct thrombin inhibitors
1855,potassium bicarbonate,potassium bicarbonate,Potassium
1856,magnesium citrate,magnesium citrate,Osmotically acting laxatives
1857,racepinephrine,racepinephrine,Racepinephrine
1860,chromium,chromium,Chromium Radioisotopes
1861,zinc citrate,zinc citrate,UNKNOWN_CLASS
1862,antithrombin alfa,antithrombin alfa,Heparin group
1863,zeaxanthin,zeaxanthin,Zeaxanthins
1864,tetrofosmin,tetrofosmin,UNKNOWN_CLASS
1865,pentoxyverine,carbetapentane,Other cough suppressants
1866,magnesium glycinate,magnesium glycinate,Glycine
1867,alcloxa,alcloxa,UNKNOWN_CLASS
1868,methylcellulose,methylcellulose,Bulk-forming laxatives
1869,zinc gluconate,zinc gluconate,Zinc
1870,chromium picolinate,chromium picolinate,Picolinic Acids
1871,levomefolic acid,levomefolic acid,Tetrahydrofolates
1872,protein c,"protein C, human",Enzymes
1874,sennosides,"sennosides, USP",Contact laxatives
1875,moxidectin,moxidectin,Other antinematodals
1876,lesinurad,lesinurad,Preparations increasing uric acid excretion
1877,elbasvir,elbasvir,Antivirals for treatment of HCV infections
1878,grazoprevir,grazoprevir,Antivirals for treatment of HCV infections
1880,asunaprevir,asunaprevir,Antivirals for treatment of HCV infections
1881,etafedrine,etafedrine,UNKNOWN_CLASS
1882,bilastine,bilastine,UNKNOWN_CLASS
1883,antithrombin iii human,"antithrombin III, human",Heparin group
1884,normethadone,normethadone,Opium alkaloids and derivatives
1885,oxilofrine,oxilofrine,Ephedrine
1886,velpatasvir,velpatasvir,Antivirals for treatment of HCV infections
1887,rupatadine,rupatadine,UNKNOWN_CLASS
1889,isavuconazole,isavuconazole,Triazole and tetrazole derivatives
1890,delamanid,delamanid,UNKNOWN_CLASS
1891,amifampridine,amifampridine,Other nervous system drugs
1892,vinflunine,vinflunine,UNKNOWN_CLASS
1893,pitolisant,pitolisant,Other nervous system drugs
1894,tafamidis,tafamidis,Other nervous system drugs
1895,tucatinib,tucatinib,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors
1896,rebamipide,rebamipide,UNKNOWN_CLASS
1897,triheptanoin,triheptanoin,Various alimentary tract and metabolism products
1898,fruquintinib,fruquintinib,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
1904,tropisetron,tropisetron,Serotonin (5HT3) antagonists
1906,tezacaftor,tezacaftor,Other respiratory system products
1909,lasmiditan,lasmiditan,Selective serotonin (5HT1) agonists
1910,rilmenidine,rilmenidine,Imidazoline receptor agonists
1911,vonoprazan,vonoprazan,Proton pump inhibitors
1912,ebastine,ebastine,Other antihistamines for systemic use
1913,cabotegravir,cabotegravir,Integrase inhibitors
1914,rifamycin,rifamycin SV,Antibiotics
1916,talazoparib,talazoparib,Poly (ADP-ribose) polymerase (PARP) inhibitors
1917,tenapanor,tenapanor,Other drugs for constipation
1918,momelotinib,momelotinib,Janus-associated kinase (JAK) inhibitors
1919,capmatinib,capmatinib,Cellular-mesenchymal-epithelial transition factor (c-MET) kinase inhibitors
1920,niraparib,niraparib,Poly (ADP-ribose) polymerase (PARP) inhibitors
1921,fostemsavir,fostemsavir,Other antivirals
1922,bictegravir,bictegravir,"Antivirals for treatment of HIV infections, combinations"
1923,tivozanib,tivozanib,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
1924,baricitinib,baricitinib,Janus-associated kinase (JAK) inhibitors
1929,indium in-111 pentetreotide,indium In-111 pentetreotide,Indium (111In) compounds
1930,osilodrostat,osilodrostat,Anticorticosteroids
1931,relugolix,relugolix,Other hormone antagonists and related agents
1933,romosozumab,romosozumab,Other drugs affecting bone structure and mineralization
1935,apalutamide,apalutamide,Anti-androgens
1939,bempedoic acid,bempedoic acid,Other lipid modifying agents
1941,selinexor,selinexor,Other antineoplastic agents
1942,delafloxacin,delafloxacin,Fluoroquinolones
1943,avelumab,avelumab,PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors
1946,dacomitinib,dacomitinib,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
1947,binimetinib,binimetinib,Mitogen-activated protein kinase (MEK) inhibitors
1949,elagolix,elagolix,Anti-gonadotropin-releasing hormones
1950,letaxaban,letaxaban,UNKNOWN_CLASS
1955,nirogacestat,nirogacestat,Other antineoplastic agents
1956,fostamatinib,fostamatinib,Other systemic hemostatics
1958,ponesimod,ponesimod,Sphingosine-1-phosphate (S1P) receptor modulators
1960,voxilaprevir,voxilaprevir,Antivirals for treatment of HCV infections
1961,sarecycline,sarecycline,Tetracyclines
1962,letermovir,letermovir,Other antivirals
1965,gilteritinib,gilteritinib,Other protein kinase inhibitors
1966,erdafitinib,erdafitinib,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors
1969,gepirone,gepirone,Other antidepressants
1970,capivasertib,capivasertib,Other protein kinase inhibitors
1971,estetrol,estetrol,"Natural and semisynthetic estrogens, plain"
1973,polatuzumab vedotin,polatuzumab vedotin,Other monoclonal antibodies and antibody drug conjugates
1974,edaravone,edaravone,Other nervous system drugs
1975,triclabendazole,triclabendazole,Other antitrematodal agents
1976,vadadustat,vadadustat,Other antianemic preparations
1979,propiverine,propiverine,Drugs for urinary frequency and incontinence
1980,darexaban,darexaban,UNKNOWN_CLASS
1981,doravirine,doravirine,Non-nucleoside reverse transcriptase inhibitors
1982,eravacycline,eravacycline,Tetracyclines
1983,rucaparib,rucaparib,Poly (ADP-ribose) polymerase (PARP) inhibitors
1985,siponimod,siponimod,Sphingosine-1-phosphate (S1P) receptor modulators
1986,seladelpar,seladelpar,Other drugs for bile therapy
1993,omaveloxolone,omaveloxolone,Other nervous system drugs
1994,samidorphan,samidorphan,"Diazepines, oxazepines, thiazepines and oxepines"
1997,nafamostat,nafamostat,UNKNOWN_CLASS
1999,givinostat,givinostat,Other drugs for disorders of the musculo-skeletal system
2000,sotagliflozin,sotagliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitors
2001,monteplase,monteplase,UNKNOWN_CLASS
2002,benserazide,benserazide,Benserazide
2004,gabexate,gabexate,UNKNOWN_CLASS
2005,secnidazole,secnidazole,Nitroimidazole derivatives
2006,quizartinib,quizartinib,Other protein kinase inhibitors
2007,oxatomide,oxatomide,Piperazine derivatives
2009,resmetirom,resmetirom,Liver therapy
2011,lactitol,lactitol,Osmotically acting laxatives
2013,silicon,silicon,Chlorides
2016,lusutrombopag,lusutrombopag,Other systemic hemostatics
2017,fluindione,fluindione,Vitamin K antagonists
2018,pancrelipase lipase,lipase,Enzymatic Activity
2019,protein s human,"protein S, human",Protein S
2020,plecanatide,plecanatide,Other drugs for constipation
2021,pepsin,pepsin A,Enzyme preparations
2023,clorindione,clorindione,UNKNOWN_CLASS
2024,diphenadione,diphenadione,UNKNOWN_CLASS
2025,sodium feredetate,sodium ironedetate,"Iron trivalent, oral preparations"
2026,tioclomarol,tioclomarol,Vitamin K antagonists
2027,almasilate,aluminum magnesium silicate,"Combinations and complexes of aluminium, calcium and magnesium compounds"
2028,melagatran,melagatran,UNKNOWN_CLASS
2029,saruplase,saruplase,UNKNOWN_CLASS
2030,naftazone,naftazone,Other capillary stabilizing agents
2031,camostat,camostat,UNKNOWN_CLASS
2032,tilactase,lactase,Enzyme preparations
2033,fluorodopa (18f),fluorodopa,Other diagnostic radiopharmaceuticals for tumour detection
