drug_id,drug_name,standardized_ingredient,drug_class
788,hydroquinone 4%,hydroquinone,Melanin Synthesis Inhibitor
789,mometasone furoate,mometasone furoate,Corticosteroid
790,multi-specialty kit,"depo-medrol, lidocaine, isopropyl alcohol",UNKNOWN_CLASS
791,testosterone,testosterone,Androgen
792,marbeta l kit,"betamethasone sodium phosphate, betamethasone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, isopropyl alcohol",UNKNOWN_CLASS
793,collagenase santyl,collagenase clostridium histolyticum,Collagen-specific Enzyme
794,permethrin,permethrin,Pyrethroid
795,filsuvez,birch triterpenes,UNKNOWN_CLASS
796,ciclopirox olamine,ciclopirox olamine,Decreased DNA Replication
797,calcipotriene,calcipotriene,Vitamin D Analog
798,zevaskyn,prademagene zamikeracel,UNKNOWN_CLASS
799,ycanth,cantharidin,UNKNOWN_CLASS
800,oxistat,oxiconazole nitrate,Azole Antifungal
801,dyclopro,dyclonine hydrochloride,UNKNOWN_CLASS
802,luzu,luliconazole,Azole Antifungal
803,amcinonide,amcinonide,Corticosteroid
804,halcinonide topical solution,halcinonide,Corticosteroid
805,monsels solution,ferric subsulfate,Parenteral Iron Replacement
806,podocon 25,podophyllum resin,UNKNOWN_CLASS
807,veregen,sinecatechins,UNKNOWN_CLASS
808,physicians ez use m-pred,"methylprednisolone acetate, bupivacaine hydrochloride, povidone-iodine",UNKNOWN_CLASS
809,alclometasone dipropionate,alclometasone dipropionate,Corticosteroid
810,podofilox,podofilox,Decreased Mitosis
811,pimecrolimus,pimecrolimus,Calcineurin Inhibitor Immunosuppressant
812,physicians ez use b-12 compliance,physicians ez use b-12 compliance,UNKNOWN_CLASS
813,ertaczo,sertaconazole nitrate,Azole Antifungal
814,xelpros,latanoprost,UNKNOWN_CLASS
815,enoxiluv kit,"enoxaparin sodium, isopropyl alcohol",UNKNOWN_CLASS
816,blt-25 kit,"bupivacaine hydrochloride, lidocaine hydrochloride, triamcinolone acetonide, povidine iodine",UNKNOWN_CLASS
817,aklief,trifarotene,Retinoid
818,frenna ac,aluminum chloride,UNKNOWN_CLASS
819,selenium sulfide,selenium sulfide,UNKNOWN_CLASS
820,hydrocortisone butyrate,hydrocortisone butyrate,Corticosteroid
821,eurax,crotamiton,UNKNOWN_CLASS
822,bl-c kit,"betamethasone sodium phosphate, betamethasone acetate, lidocaine, iodixanol, povidine iodine",UNKNOWN_CLASS
823,mycozyl al,tolnaftate,UNKNOWN_CLASS
824,exelderm,sulconazole nitrate,Azole Antifungal
825,nexobrid,anacaulase-bcdb,UNKNOWN_CLASS
826,qbrexza,glycopyrronium tosylate,Anticholinergic
827,glydo- lidocaine hydrochloride jelly,lidocaine hydrochloride anhydrous,Amide Local Anesthetic
828,mirvaso,brimonidine tartrate,alpha-Adrenergic Agonist
829,diflorasone diacetate,diflorasone diacetate,Corticosteroid
830,sulfamylon,mafenide acetate,Methylated Sulfonamide Antibacterial
831,clocortolone pivalate,clocortolone pivalate,Corticosteroid
832,rhofade,oxymetazoline hydrochloride,Vasoconstrictor
833,adquey,difamilast,UNKNOWN_CLASS
834,sofdra,sofpironium bromide,UNKNOWN_CLASS
835,rhopressa,netarsudil mesylate,Rho Kinase Inhibitor
836,diabecin hr,benzalkonium chloride,Amide Local Anesthetic
837,vusion,miconazole nitrate,Azole Antifungal
838,eucrisa,crisaborole,Phosphodiesterase 4 Inhibitor
839,regranex gel 0.01%,becaplermin,Human Platelet-derived Growth Factor
840,jublia,efinaconazole,Azole Antifungal
841,valchlor,mechlorethamine,Alkylating Drug
842,malathion,malathion,Cholinesterase Inhibitor
843,hyronan,"sodium hyaluronate, lidocaine, isopropyl alcohol",UNKNOWN_CLASS
844,marlido kit,"marcaine, lidocaine, povidone iodine",UNKNOWN_CLASS
845,winlevi,clascoterone,Androgen Receptor Inhibitor
846,opzelura,ruxolitinib phosphate,Janus Kinase Inhibitor
847,tryptyr,acoltremon,UNKNOWN_CLASS
848,ameluz,aminolevulinic acid hydrochloride,Optical Imaging Agent
849,marlido 25 kit,"lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine",UNKNOWN_CLASS
850,testosterone cypionate,testosterone cypionate,Androgen
851,xeomin,botulinum toxin type a,Acetylcholine Release Inhibitor
852,erzofri extended-release,paliperidone palmitate,Atypical Antipsychotic
853,haloperidol decanoate,haloperidol decanoate,Typical Antipsychotic
854,zyprexa relprevv,olanzapine pamoate,UNKNOWN_CLASS
855,haloperidol lactate,haloperidol lactate,Typical Antipsychotic
856,fluphenazine decanoate,fluphenazine decanoate,Phenothiazine
857,betaloan suik,betamethasone acetate,Corticosteroid
858,cyanocobalamin,cyanocobalamin,Vitamin B12
859,methylprednisolone acetate,methylprednisolone acetate,Corticosteroid
860,carboprost tromethamine,carboprost tromethamine,Prostaglandin Analog
861,epinephrine professional,epinephrine and isopropyl alcohol,UNKNOWN_CLASS
862,miacalcin,calcitonin salmon,Calcitonin
863,fulvestrant,fulvestrant,Estrogen Receptor Antagonist
864,ziprasidone mesylate,ziprasidone mesylate,Atypical Antipsychotic
865,humatrope,somatropin,UNKNOWN_CLASS
866,beyfortus,nirsevimab,Respiratory Syncytial Virus Anti-F Protein Monoclonal Antibody
867,thyrogen,thyrotropin alfa,Thyroid Stimulating Hormone
868,enflonsia,clesrovimab,UNKNOWN_CLASS
869,rylaze,asparaginase,Asparagine-specific Enzyme
870,nabi-hb,human hepatitis b virus immune globulin,Human Immunoglobulin
871,aristada,aripiprazole lauroxil,Atypical Antipsychotic
872,bicillin c-r 900/300,penicillin g benzathine,Penicillin-class Antibacterial
873,aquasol a,vitamin a palmitate,UNKNOWN_CLASS
874,revcovi,elapegademase,UNKNOWN_CLASS
875,hydroxyprogesterone caproate,hydroxyprogesterone caproate,Progestin
876,myobloc,rimabotulinumtoxinb,Acetylcholine Release Inhibitor
877,testosterone enanthate,testosterone enanthate,Androgen
878,purified cortrophin gel,corticotropin,Adrenocorticotropic Hormone
879,duodote,atropine and pralidoxime chloride,UNKNOWN_CLASS
880,plegridy,peginterferon beta-1a,Interferon beta
881,pro-c-dure 6 kit,kenalog,UNKNOWN_CLASS
882,synagis,palivizumab,Respiratory Syncytial Virus Anti-F Protein Monoclonal Antibody
883,hydroxocobalamin,hydroxocobalamin acetate,Antidote
884,letybo,letibotulinumtoxina,Acetylcholine Release Inhibitor
885,streptomycin,streptomycin sulfate,Aminoglycoside Antibacterial
886,rethymic,allogeneic thymocyte-depleted thymus tissue-agdc,UNKNOWN_CLASS
887,omvoh,mirikizumab-mrkz,UNKNOWN_CLASS
888,adalimumab,adalimumab,Tumor Necrosis Factor Blocker
889,scandonest 3% plain,mepivacaine hydrochloride,Amide Local Anesthetic
890,gattex,teduglutide,GLP-2 Analog
891,imcivree,setmelanotide,Melanocortin 4 Receptor Agonist
892,sajazir,icatibant acetate,Bradykinin B2 Receptor Antagonist
893,alhemo,concizumab,Tissue Factor Pathway Inhibitor Antagonist
894,symlinpen,pramlintide acetate,Amylin Analog
895,taltz,ixekizumab,Interleukin-17A Antagonist
896,ganirelix acetate,ganirelix acetate,Gonadotropin Releasing Hormone Receptor Antagonist
897,scenesse,afamelanotide,UNKNOWN_CLASS
898,rivfloza,nedosiran sodium,UNKNOWN_CLASS
899,standardized mite dermatophagoides farinae,dermatophagoides farinae,Standardized Insect Allergenic Extract
900,fasenra,benralizumab,Interleukin-5 Receptor alpha-directed Cytolytic Antibody
901,armlupeg,pegfilgrastim,Leukocyte Growth Factor
902,plerixafor,plerixafor,Hematopoietic Stem Cell Mobilizer
903,enspryng,satralizumab,UNKNOWN_CLASS
904,leuprolide acetate,leuprolide acetate,UNKNOWN_CLASS
905,gonal-f rff redi-ject,follitropin,Gonadotropin
906,adbry,tralokinumab,Interleukin-13 Antagonist
907,fondaparinux sodium,fondaparinux sodium,Factor Xa Inhibitor
908,standardized mite dermatophagoides pteronyssinus,dermatophagoides pteronyssinus,Standardized Insect Allergenic Extract
909,xolair,omalizumab,Anti-IgE
910,ajovy,fremanezumab,UNKNOWN_CLASS
911,elrexfio,elranatamab,UNKNOWN_CLASS
912,ovidrel,choriogonadotropin alfa,Gonadotropin
913,cetrotide,cetrorelix acetate,UNKNOWN_CLASS
914,cimzia,certolizumab pegol,Tumor Necrosis Factor Blocker
915,simlandi,adalimumab-ryvk,UNKNOWN_CLASS
916,bimzelx,bimekizumab,UNKNOWN_CLASS
917,herceptin hylecta,hyaluronidase (human recombinant),Endoglycosidase
918,praluent,alirocumab,PCSK9 Inhibitor
919,fragmin,dalteparin sodium,Anti-coagulant
920,gonal-f,follitropin alfa,UNKNOWN_CLASS
921,voyxact,sibeprenlimab,UNKNOWN_CLASS
922,standardized redtop grass,agrostis gigantea pollen,Non-Standardized Pollen Allergenic Extract
923,dupixent,dupilumab,Interleukin-4 Receptor alpha Antagonist
924,glatiramer acetate,glatiramer acetate,UNKNOWN_CLASS
925,rystiggo,rozanolixizumab,Neonatal Fc Receptor Blocker
926,palynziq,pegvaliase,Phenylalanine Metabolizing Enzyme
927,standardized sweet vernal grass,anthoxanthum odoratum pollen,Standardized Pollen Allergenic Extract
928,zilbrysq,zilucoplan,Complement Inhibitor
929,short ragweed,ambrosia artemisiifolia pollen,Standardized Pollen Allergenic Extract
930,isosulfan blue,isosulfan blue,UNKNOWN_CLASS
931,omvoh,mirikizumab,Interleukin-23 Antagonist
932,piasky,crovalimab,Complement C5 Inhibitor
933,givlaari,givosiran sodium,Aminolevulinate Synthase 1-directed RNA Interaction
934,idacio,adalimumab-aacf,UNKNOWN_CLASS
935,oxlumo,lumasiran sodium,UNKNOWN_CLASS
936,amvuttra,vutrisiran sodium,Small Interfering RNA
937,ebglyss,lebrikizumab,Interleukin-13 Antagonist
938,standardized bermuda grass,cynodon dactylon pollen,Standardized Pollen Allergenic Extract
939,lerochol,lerodalcibep,UNKNOWN_CLASS
940,standardized orchard grass,dactylis glomerata pollen,Standardized Pollen Allergenic Extract
941,standardized meadow fescue grass,lolium pratense pollen,Standardized Pollen Allergenic Extract
942,tecvayli,teclistamab,UNKNOWN_CLASS
943,talvey,talquetamab,UNKNOWN_CLASS
944,ilumya,tildrakizumab,Interleukin-23 Antagonist
945,vyalev,foscarbidopa,UNKNOWN_CLASS
946,hemlibra,emicizumab,UNKNOWN_CLASS
947,nucala,mepolizumab,Interleukin-5 Antagonist
948,signifor,pasireotide,Somatostatin Analog
949,aphexda,motixafortide acetate,UNKNOWN_CLASS
950,qfitlia,fitusiran,Antithrombin-directed RNA Interaction
951,hympavzi,marstacimab,UNKNOWN_CLASS
952,tezspire,tezepelumab,Thymic Stromal Lymphopoietin Blocker
953,kevzara,sarilumab,Interleukin-6 Receptor Antagonist
954,standardized perennial rye grass,lolium perenne pollen,Standardized Pollen Allergenic Extract
955,cetrorelix acetate,cetrorelix acetate for injection,UNKNOWN_CLASS
956,standardized timothy grass,phleum pratense pollen,Standardized Pollen Allergenic Extract
957,lanreotide acetate,lanreotide acetate,Somatostatin Analog
958,nplate,romiplostim,Thrombopoietin Receptor Agonist
959,vyleesi,bremelanotide acetate,Melanocortin Receptor Agonist
960,standardized kentucky blue (june) grass,poa pratensis pollen,Standardized Pollen Allergenic Extract
961,rolvedon,eflapegrastim,Leukocyte Growth Factor
962,keytruda qlex,berahyaluronidase alfa,Endoglycosidase
963,supprelin la,histrelin acetate,Gonadotropin Releasing Hormone Receptor Agonist
964,ngenla,somatrogon,Recombinant Human Growth Hormone
965,camcevi,leuprolide mesylate,Gonadotropin Releasing Hormone Receptor Agonist
966,terbutaline sulfate,terbutaline sulfate,UNKNOWN_CLASS
967,reblozyl,luspatercept,Erythroid Maturation Agent
968,enbrel,etanercept,Tumor Necrosis Factor Blocker
969,aimovig,erenumab,UNKNOWN_CLASS
970,redemplo,plozasiran,UNKNOWN_CLASS
971,exdensur,depemokimab,UNKNOWN_CLASS
972,zoladex,goserelin acetate,Gonadotropin Releasing Hormone Receptor Agonist
973,crysvita,burosumab,UNKNOWN_CLASS
974,apomorphine hydrocloride,apomorphine hydrochloride,Dopaminergic Agonist
975,nemluvio,nemolizumab,Interleukin-31 Receptor alpha Antagonist
976,leqvio,inclisiran sodium,UNKNOWN_CLASS
977,takhzyro,lanadelumab,Plasma Kallikrein Inhibitor
978,kalbitor,ecallantide,Plasma Kallikrein Inhibitor
979,humulin r u-500,insulin human,Insulin
980,ryzneuta,efbemalenograstim alfa,Leukocyte Growth Factor
981,standardized cat hair,felis catus hair,Standardized Animal Hair Allergenic Extract
982,kesimpta,ofatumumab,CD20-directed Cytolytic Antibody
983,kineret,anakinra,Interleukin-1 Receptor Antagonist
984,zycubo,copper histidinate,UNKNOWN_CLASS
985,kybella,deoxycholic acid,Cytolytic Agent
986,empaveli,pegcetacoplan,Complement Inhibitor
987,lecanemab autoinjector,lecanemab-irmb,Amyloid Beta-directed Antibody
988,arcalyst,rilonacept,UNKNOWN_CLASS
989,tryngolza,olezarsen sodium,UNKNOWN_CLASS
990,zegalogue,dasiglucagon,Antihypoglycemic Agent
991,dawnzera,donidalorsen sodium,UNKNOWN_CLASS
992,benlysta,belimumab,B Lymphocyte Stimulator-specific Inhibitor
993,egrifta sv,tesamorelin,UNKNOWN_CLASS
994,forzinity,elamipretide hydrochloride,UNKNOWN_CLASS
995,repatha,evolocumab,PCSK9 Inhibitor
996,epkinly,epcoritamab,Bispecific CD20-directed CD3 T Cell Engager
997,teriparatide,teriparatide acetate,Parathyroid Hormone Analog
998,papzimeos,zopapogene imadenovec,UNKNOWN_CLASS
999,amphadase,hyaluronidase,Endoglycosidase
1000,zymfentra,infliximab-dyyb,Tumor Necrosis Factor Blocker
1001,besremi,ropeginterferon alfa-2b,Interferon alfa-2b
1002,sogroya,somapacitan,UNKNOWN_CLASS
1003,skytrofa,lonapegsomatropin,Recombinant Human Growth Hormone
1004,loargys,pegzilarginase,UNKNOWN_CLASS
1005,siliq,brodalumab,Interleukin-17 Receptor A Antagonist
1006,pre-pen,benzylpenicilloyl polylysine,UNKNOWN_CLASS
1007,strensiq,asfotase alfa,Tissue-nonspecific Alkaline Phosphatase
1008,andembry,garadacimab,UNKNOWN_CLASS
1009,hepcludex,bulevirtide acetate,UNKNOWN_CLASS
1010,relistor,methylnaltrexone bromide,Opioid Antagonist
1011,yorvipath,palopegteriparatide,Parathyroid Hormone Analog
1012,dorzolamide and timolol,dorzolamide hydrochloride,Carbonic Anhydrase Inhibitor
1013,timolol maleate ophthalmic gel forming solution,timolol maleate,beta-Adrenergic Blocker
1014,tafluprost,tafluprost,Prostaglandin Analog
1015,omlonti,omidenepag isopropyl,Prostaglandin E2 Receptor Agonist
1016,neomycin and polymyxin b sulfates and gramicidin,gramicidin,Aminoglycoside Antibacterial
1017,glostrips,rose bengal sodium,UNKNOWN_CLASS
1018,tropicamide,tropicamide,Anticholinergic
1019,bromfenac,bromfenac sodium,Nonsteroidal Anti-inflammatory Drug
1020,difluprednate,difluprednate,UNKNOWN_CLASS
1021,bimatoprost,bimatoprost,Prostaglandin Analog
1022,natacyn,natamycin,Polyene Antimicrobial
1023,bepotastine besilate,bepotastine besilate,Histamine-1 Receptor Antagonist
1024,flarex,fluorometholone acetate,Corticosteroid
1025,flurbiprofen sodium,flurbiprofen sodium,Nonsteroidal Anti-inflammatory Drug
1026,proparacaine hydrochloride,proparacaine hydrochloride,Local Anesthetic
1027,cyclogyl,cyclopentolate hydrochloride,UNKNOWN_CLASS
1028,pilocarpine hydrochloride,pilocarpine hydrochloride,Cholinergic Receptor Agonist
1029,gatifloxacin ophthalmic solution 0.5%,gatifloxacin anhydrous,Quinolone Antimicrobial
1030,besivance,besifloxacin,Quinolone Antimicrobial
1031,bepotastine besilate,bepotastine besylate,Histamine-1 Receptor Antagonist
1032,fluorescein sodium and benoxinate hydrochloride,benoxinate hydrochloride,Diagnostic Dye
1033,tetracaine hydrochloride,tetracaine hydrochloride,Ester Local Anesthetic
1034,carteolol hydrochloride,carteolol hydrochloride,beta-Adrenergic Blocker
1035,travoprost ophthalmic solution,travoprost,Prostaglandin Analog
1036,oxervate,cenegermin,Recombinant Human Nerve Growth Factor
1037,azelastine hydrochloride,azelastine hydrochloride,Histamine-1 Receptor Antagonist
1038,apraclonidine,apraclonidine hydrochloride,alpha-Adrenergic Agonist
1039,miebo,perfluorohexyloctane,Semifluorinated Alkane
1040,cystadrops,cysteamine hydrochloride,Cystine Depleting Agent
1041,brinzolamide,brinzolamide,Carbonic Anhydrase Inhibitor
1042,vyzulta,latanoprostene bunod,UNKNOWN_CLASS
1043,levobunolol hydrochloride,levobunolol hydrochloride,beta-Adrenergic Blocker
1044,ilevro,nepafenac,Nonsteroidal Anti-inflammatory Drug
1045,bacitracin zinc and polymyxin b sulfate,bacitracin zinc,Polymyxin-class Antibacterial
1046,iheezo,chloroprocaine hydrochloride,Ester Local Anesthetic
1047,epinastine hydrochloride,epinastine hydrochloride,Adrenergic Receptor Agonist
1048,cyklx,articaine hydrochloride,Amide Local Anesthetic
1049,miostat,carbachol,Cholinergic Receptor Agonist
1050,xiidra,lifitegrast,Lymphocyte Function-Associated Antigen-1 Antagonist
1051,homatropine hydrobromide ophthalmic,homatropine hydrobromide,Cholinergic Muscarinic Antagonist
1052,goniotaire,hypromellose 2906 (4000 mpa.s),UNKNOWN_CLASS
1053,phospholine iodide,echothiophate iodide for ophthalmic solution,UNKNOWN_CLASS
1054,xdemvy,lotilaner,Ectoparasiticide
1055,membraneblue,trypan blue,Diagnostic Dye
1056,tissueblue,brilliant blue g,Disclosing Agent
1057,betadine,povidone-iodine,UNKNOWN_CLASS
1058,strenza plus,"moxifloxacin 0.5%, bromfenac 0.09%, prednisolone acetate 1%",UNKNOWN_CLASS
1059,fluorometholone ophthalmic suspension,fluorometholone,Corticosteroid
1060,lastacaft,alcaftadine,Histamine-1 Receptor Antagonist
1061,epioxa cross-linking,riboflavin 5-phosphate ophthalmic,UNKNOWN_CLASS
1062,vizz,aceclidine hydrochloride,Cholinergic Receptor Agonist
1063,olopatadine hydrochloride,olopatadine hydrochloride,Histamine-1 Receptor Inhibitor
1064,timolol hemihydrate,timolol anhydrous,beta-Adrenergic Blocker
1065,ipratropium bromide,ipratropium bromide,Anticholinergic
1066,ryaltris,mometasone furoate monohydrate,Corticosteroid
1067,qnasl,beclomethasone dipropionate,Corticosteroid
1068,mometasone furoate,mometasone,Corticosteroid
1069,oxygen,oxygen,UNKNOWN_CLASS
1070,flunisolide,flunisolide,Corticosteroid
1071,synarel,nafarelin acetate,Gonadotropin Releasing Hormone Receptor Agonist
1072,omnaris,ciclesonide,UNKNOWN_CLASS
1073,cardamyst,etripamil,UNKNOWN_CLASS
1074,spravato,esketamine hydrochloride,UNKNOWN_CLASS
1075,zavzpret,zavegepant hydrochloride,Calcitonin Gene-related Peptide Receptor Antagonist
1076,lidocaine hcl 3% and hydrocortisone acetate1% cream,lidocaine hcl and hydrocortisone acetate,UNKNOWN_CLASS
1077,belladonna and opium,atropa belladonna,UNKNOWN_CLASS
1078,rebyota,donor human stool,UNKNOWN_CLASS
1079,terconazole vaginal cream 0.8%,terconazole,Azole Antifungal
1080,estradiol,estradiol hemihydrate,Estrogen
1081,trimo san,oxyquinoline sulfate,UNKNOWN_CLASS
1082,intrarosa,prasterone,UNKNOWN_CLASS
1083,cervidil,dinoprostone,Prostaglandin Analog
1084,gynazole 1,butoconazole nitrate,Azole Antifungal
1085,sevoflurane,sevoflurane,General Anesthetic
1086,nitrogen,nitrogen,UNKNOWN_CLASS
1087,levalbuterol,levalbuterol hydrochloride,beta2-Adrenergic Agonist
1088,terrell,isoflurane,General Anesthetic
1089,carbon dioxide,carbon dioxide,Radiographic Contrast Agent
1090,arformoterol tartrate inhalation solution,arformoterol tartrate,beta2-Adrenergic Agonist
1091,nitrous oxide,nitrous oxide,UNKNOWN_CLASS
1092,formoterol fumarate,formoterol fumarate,beta2-Adrenergic Agonist
1093,"xenon, xe-133",xenon xe-133,Inhalation Diagnostic Agent
1094,arikayce,amikacin,Aminoglycoside Antibacterial
1095,genosyl,nitric oxide,Vasodilator
1096,air,air,UNKNOWN_CLASS
1097,striverdi respimat,olodaterol hydrochloride,beta2-Adrenergic Agonist
1098,breo ellipta,fluticasone furoate,Corticosteroid
1099,helium,helium,UNKNOWN_CLASS
1100,pulmozyme,dornase alfa,Recombinant Human Deoxyribonuclease 1
1101,anoro ellipta,umeclidinium bromide,Anticholinergic
1102,spiriva respimat,tiotropium bromide anhydrous,Anticholinergic
1103,yupelri,revefenacin,Anticholinergic
1104,duaklir pressair,aclidinium bromide,Anticholinergic
1105,xenoview,"xenon xe-129, hyperpolarized",Hyperpolarized Contrast Agent
1106,suprane,desflurane,General Anesthetic
1107,serevent diskus,salmeterol xinafoate,beta2-Adrenergic Agonist
1108,provocholine,methacholine chloride,Cholinergic Receptor Agonist
1109,ohtuvayre,ensifentrine,Phosphodiesterase 3 Inhibitor
1110,relenza,zanamivir,Neuraminidase Inhibitor
1111,yutrepia,treprostinil sodium,Prostacycline Vasodilator
1112,acetic acid,acetic acid,UNKNOWN_CLASS
1113,xtoro,finafloxacin,Quinolone Antimicrobial
1114,trubrexa,capsaicin,Amide Local Anesthetic
1115,salicor,tea-salicylate,UNKNOWN_CLASS
1116,asenapine,asenapine maleate,Atypical Antipsychotic
1117,oravig,miconazole,Azole Antifungal
1118,tubersol,tuberculin purified protein derivative,Skin Test Antigen
1119,histamine positive skin test control,histamine phosphate,UNKNOWN_CLASS
1120,spherusol,coccidioides immitis spherule,Skin Test Antigen
